,race,lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,gender,parttime,Dropout,pass_bar,tier,gpa
283,0.0,44.0,-1.98,69.0,-2.04,1.0,3.0,-67.0,0,0.0,0,1.0,4.0,2
284,1.0,33.0,0.01,61.0,0.45,1.0,5.0,-54.0,1,0.0,0,1.0,3.0,2
285,1.0,34.0,-0.48,68.0,-0.24,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
286,0.0,37.0,0.2,69.0,0.28,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
287,0.0,38.0,0.84,69.0,0.61,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
288,0.0,44.0,0.14,68.0,0.04,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
289,0.0,39.0,0.86,69.0,0.86,1.0,5.0,-62.0,1,0.0,0,1.0,6.0,2
290,1.0,26.0,-0.82,69.0,-0.6,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
291,0.0,40.0,1.13,68.0,1.49,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
292,0.0,43.5,1.84,64.0,1.05,1.0,3.0,-57.0,0,0.0,0,1.0,6.0,2
294,0.0,37.0,-0.11,69.0,0.55,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
295,0.0,40.0,-1.57,68.0,-1.83,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
296,0.0,41.0,-0.48,68.0,0.24,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
298,0.0,39.0,2.3,63.0,0.23,1.0,3.0,-56.0,0,0.0,0,1.0,6.0,2
299,0.0,30.5,-0.5,69.0,0.24,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
301,0.0,34.0,-0.3,68.0,-0.18,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,2
302,0.0,36.0,0.9,67.0,0.42,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,2
303,0.0,46.0,0.59,66.0,0.76,1.0,3.0,-59.0,1,0.0,0,1.0,5.0,2
304,0.0,37.0,-0.58,68.0,-0.6,1.0,3.0,-66.0,1,0.0,0,0.0,4.0,2
305,0.0,44.0,-0.73,66.0,-0.85,1.0,3.0,-64.0,1,0.0,0,1.0,3.0,2
306,0.0,43.0,-0.83,51.0,0.18,1.0,1.0,-44.0,1,0.0,0,1.0,5.0,2
307,1.0,32.0,-0.51,64.0,-1.33,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,2
308,0.0,42.0,-0.43,69.0,0.11,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
309,0.0,42.0,0.48,68.0,1.07,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
310,0.0,45.0,-1.49,68.0,-1.2,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
311,0.0,35.5,-0.13,66.0,-0.77,1.0,3.0,-59.0,1,0.0,0,1.0,3.0,2
312,0.0,34.0,1.55,69.0,1.91,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
313,0.0,39.0,1.44,68.0,1.06,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
316,0.0,44.0,-0.18,68.0,-0.56,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
317,0.0,35.0,0.46,69.0,-0.31,2.0,4.0,-67.0,1,1.0,0,1.0,3.0,2
318,0.0,37.0,-0.73,59.0,-0.44,1.0,4.0,-52.0,1,0.0,0,1.0,4.0,2
319,0.0,33.0,0.88,69.0,0.88,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
320,0.0,35.0,0.17,69.0,0.46,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
321,0.0,38.0,-0.27,68.0,-0.06,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,2
322,0.0,37.0,-1.03,61.0,-1.24,1.0,2.0,-54.0,1,0.0,0,1.0,3.0,2
323,0.0,40.0,-0.14,67.0,0.66,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,2
324,0.0,33.0,-0.24,59.0,-0.68,1.0,3.0,-52.0,0,0.0,0,1.0,3.0,2
325,0.0,38.5,0.69,68.0,-0.21,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
326,0.0,33.0,-0.12,66.0,-0.24,1.0,4.0,-59.0,1,0.0,0,1.0,4.0,2
327,0.0,45.0,-1.7,68.0,-1.38,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
329,0.0,30.0,-1.08,66.0,-1.22,1.0,3.0,-64.0,0,0.0,0,1.0,6.0,2
330,0.0,31.0,0.59,57.0,0.44,1.0,2.0,-50.0,1,0.0,0,1.0,4.0,2
331,0.0,40.0,2.34,68.0,2.05,1.0,2.0,-61.0,1,0.0,0,1.0,4.0,2
332,0.0,46.0,1.08,68.0,1.21,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
333,1.0,44.0,0.46,69.0,-0.06,1.0,5.0,-62.0,0,0.0,0,1.0,4.0,2
334,0.0,28.0,0.35,63.0,0.47,1.0,2.0,-56.0,0,0.0,0,1.0,3.0,2
335,0.0,37.0,0.01,69.0,0.1,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
336,0.0,34.0,-0.66,66.0,-1.19,1.0,5.0,-59.0,0,0.0,0,1.0,3.0,2
337,0.0,29.0,-0.08,67.0,-1.0,1.0,3.0,-60.0,1,0.0,0,1.0,1.0,2
338,0.0,35.0,0.03,68.0,-0.28,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
339,1.0,28.0,-0.81,67.0,-0.37,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
340,0.0,38.0,-0.21,67.0,-0.26,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,2
341,0.0,36.3,-0.56,68.0,-0.79,1.0,2.0,-61.0,0,0.0,0,1.0,4.0,2
342,0.0,41.0,1.55,65.0,1.63,1.0,3.0,-58.0,0,0.0,0,1.0,3.0,2
343,0.0,46.0,-0.78,68.0,-0.7,1.0,4.0,-61.0,0,0.0,0,1.0,6.0,2
344,0.0,38.0,0.23,64.0,0.4,1.0,4.0,-57.0,0,0.0,0,1.0,5.0,2
345,0.0,37.0,0.11,69.0,-0.95,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
347,0.0,37.0,1.43,68.0,0.97,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
349,0.0,42.0,-0.69,69.0,-0.79,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
350,0.0,37.5,-0.21,69.0,-1.15,1.0,3.0,-62.0,1,0.0,0,0.0,3.0,2
351,0.0,34.0,-0.84,69.0,-1.1,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,2
353,0.0,45.0,-0.21,69.0,-0.54,1.0,2.0,-62.0,0,0.0,0,1.0,4.0,2
354,0.0,39.0,0.31,66.0,0.42,1.0,4.0,-59.0,1,0.0,0,1.0,3.0,2
355,0.0,38.0,0.71,70.0,0.6,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,2
356,0.0,48.0,-1.17,69.0,-1.57,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
358,0.0,42.0,-1.17,69.0,-0.87,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
359,0.0,44.0,0.06,67.0,0.0,1.0,4.0,-65.0,0,0.0,0,1.0,6.0,2
360,0.0,42.0,-0.67,66.0,-0.77,1.0,4.0,-59.0,1,0.0,0,1.0,6.0,2
361,0.0,35.0,0.96,63.0,1.11,1.0,3.0,-56.0,1,0.0,0,1.0,4.0,2
363,0.0,38.0,0.55,69.0,0.42,1.0,3.0,-67.0,1,0.0,0,1.0,3.0,2
364,0.0,40.0,1.03,70.0,1.28,1.0,5.0,-63.0,1,0.0,0,1.0,2.0,2
365,0.0,41.0,-0.8,69.0,-0.96,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
366,0.0,41.0,0.02,69.0,-0.06,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
367,0.0,40.0,-0.06,69.0,0.03,1.0,5.0,-62.0,0,0.0,0,1.0,4.0,2
368,0.0,37.5,-0.63,69.0,-0.23,1.0,3.0,-67.0,1,0.0,0,1.0,4.0,2
369,0.0,44.0,-0.56,69.0,-0.68,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
370,0.0,41.0,0.08,65.0,0.34,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,2
371,0.0,45.0,-0.13,66.0,0.01,1.0,3.0,-64.0,1,0.0,0,1.0,4.0,2
372,0.0,40.0,-1.25,69.0,-2.08,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
373,0.0,40.0,-0.06,64.0,-0.23,1.0,2.0,-57.0,0,0.0,0,1.0,4.0,2
374,1.0,24.0,-0.39,61.0,-0.27,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,2
375,1.0,36.0,0.17,68.0,0.07,1.0,3.0,-66.0,0,0.0,0,1.0,5.0,2
376,1.0,32.0,-0.13,64.0,-0.21,1.0,2.0,-62.0,1,0.0,0,1.0,3.0,2
380,0.0,34.0,0.19,53.0,0.64,1.0,3.0,-46.0,1,0.0,0,1.0,3.0,2
381,0.0,38.0,-0.62,68.0,-0.88,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
382,0.0,35.5,1.48,69.0,0.46,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
384,0.0,34.0,-0.06,69.0,-0.3,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
385,0.0,30.0,-0.81,69.0,-0.45,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
386,0.0,37.0,-0.21,70.0,-0.52,1.0,2.0,-63.0,1,0.0,0,1.0,2.0,2
387,0.0,36.0,0.12,69.0,-0.94,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
388,0.0,47.0,0.15,67.0,0.08,1.0,5.0,-60.0,1,0.0,0,1.0,5.0,2
389,0.0,27.0,0.24,68.0,0.06,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
390,0.0,40.0,-0.35,64.0,-0.46,1.0,3.0,-57.0,0,0.0,0,1.0,5.0,2
393,0.0,34.0,-0.52,69.0,1.55,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
394,0.0,30.0,-0.6,64.0,0.01,1.0,3.0,-57.0,0,0.0,0,1.0,4.0,2
395,0.0,36.0,0.5,67.0,0.63,1.0,5.0,-60.0,1,0.0,0,1.0,6.0,2
396,0.0,38.0,2.36,69.0,2.21,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
397,0.0,48.0,0.61,69.0,0.72,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
399,0.0,36.0,-0.41,70.0,-0.76,1.0,5.0,-63.0,0,0.0,0,1.0,3.0,2
400,0.0,36.0,-0.57,69.0,-0.97,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
401,1.0,44.0,-0.21,69.0,-0.37,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
403,0.0,38.0,-0.6,63.0,-1.38,1.0,2.0,-56.0,0,0.0,0,1.0,4.0,2
404,0.0,28.0,0.17,51.0,0.51,1.0,3.0,-44.0,0,0.0,0,1.0,5.0,2
405,0.0,38.0,1.21,66.0,0.56,1.0,5.0,-59.0,0,0.0,0,1.0,5.0,2
406,0.0,39.0,0.37,65.0,-0.34,1.0,4.0,-58.0,0,0.0,0,1.0,5.0,2
407,0.0,35.0,0.15,69.0,0.76,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
408,0.0,34.5,-0.15,69.0,0.01,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
409,0.0,30.0,-0.83,50.0,-0.57,1.0,2.0,-43.0,1,0.0,0,1.0,5.0,2
412,0.0,28.0,0.64,66.0,0.88,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,2
414,0.0,42.0,0.05,68.0,-0.17,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
415,1.0,33.0,-1.15,69.0,-1.4,1.0,3.0,-67.0,1,0.0,0,1.0,6.0,2
416,0.0,40.0,-0.07,69.0,-0.52,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
417,0.0,41.0,-0.86,69.0,-0.79,1.0,4.0,-62.0,1,0.0,0,0.0,4.0,2
418,0.0,34.0,0.07,69.0,0.05,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
419,0.0,38.5,0.52,69.0,0.56,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
420,0.0,41.0,0.39,69.0,0.46,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
422,1.0,43.0,-1.14,70.0,-0.25,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,2
423,0.0,48.0,0.77,69.0,0.55,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
424,0.0,34.0,-0.28,49.0,-0.12,1.0,4.0,-42.0,1,0.0,0,1.0,4.0,2
425,0.0,35.0,-0.85,69.0,-0.77,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
427,0.0,38.0,0.81,69.0,0.61,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
428,0.0,37.0,-0.17,68.0,-0.21,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,2
429,0.0,40.0,1.18,53.0,1.25,1.0,2.0,-46.0,0,0.0,0,1.0,5.0,2
430,0.0,34.0,1.24,68.0,1.28,1.0,3.0,-61.0,1,0.0,0,1.0,2.0,2
432,0.0,28.0,0.81,64.0,0.25,1.0,3.0,-57.0,1,0.0,0,1.0,3.0,2
433,0.0,35.0,-0.12,54.0,-0.26,1.0,3.0,-47.0,1,0.0,0,1.0,6.0,2
434,0.0,42.0,-0.07,68.0,-0.19,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
436,1.0,48.0,-0.03,66.0,0.77,1.0,4.0,-59.0,1,0.0,0,1.0,5.0,2
437,0.0,37.5,-1.01,66.0,-0.49,1.0,4.0,-59.0,1,0.0,0,1.0,3.0,2
438,0.0,48.0,1.27,68.0,1.13,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,2
439,0.0,47.0,0.99,69.0,1.39,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
440,0.0,34.0,0.82,69.0,1.13,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
441,0.0,32.5,1.11,67.0,1.57,1.0,4.0,-60.0,0,0.0,0,1.0,2.0,2
442,1.0,30.0,-0.47,68.0,-0.85,1.0,3.0,-66.0,1,0.0,0,1.0,4.0,2
443,0.0,35.0,0.89,68.0,0.39,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
444,0.0,35.5,0.91,67.0,1.07,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
445,0.0,44.0,-0.78,59.0,-0.7,1.0,4.0,-52.0,0,0.0,0,1.0,5.0,2
446,0.0,34.0,0.19,64.0,-0.12,2.0,2.0,-57.0,1,1.0,0,1.0,3.0,2
450,0.0,39.0,2.34,68.0,2.5,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,2
451,0.0,34.0,0.82,68.0,0.84,1.0,2.0,-61.0,1,0.0,0,1.0,4.0,2
453,0.0,31.0,1.09,69.0,0.67,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
454,1.0,46.0,-0.62,66.0,-0.45,1.0,4.0,-59.0,1,0.0,0,1.0,4.0,2
455,0.0,36.0,-0.78,68.0,-0.08,1.0,2.0,-66.0,1,0.0,0,1.0,5.0,2
456,1.0,32.0,-0.88,70.0,-0.9,1.0,5.0,-63.0,1,0.0,0,1.0,4.0,2
457,0.0,30.0,1.32,69.0,1.11,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
459,0.0,36.0,0.04,62.0,0.73,1.0,4.0,-55.0,0,0.0,0,1.0,2.0,2
460,0.0,37.0,0.92,69.0,1.42,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,2
461,0.0,42.0,1.95,69.0,1.28,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
462,0.0,44.0,0.35,66.0,0.23,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
464,0.0,39.0,1.78,70.0,1.9,1.0,4.0,-68.0,0,0.0,0,1.0,6.0,2
465,0.0,33.0,0.32,66.0,0.01,1.0,4.0,-64.0,0,0.0,0,1.0,4.0,2
466,0.0,38.0,-1.13,69.0,-0.81,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
467,0.0,44.0,1.62,68.0,1.12,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,2
468,0.0,45.0,0.33,64.0,0.57,1.0,2.0,-57.0,0,0.0,0,1.0,4.0,2
469,0.0,29.5,-0.99,68.0,-1.21,1.0,5.0,-61.0,1,0.0,0,1.0,3.0,2
470,0.0,41.0,-0.92,69.0,-0.22,1.0,3.0,-62.0,0,0.0,0,1.0,5.0,2
471,0.0,43.0,0.85,70.0,1.04,1.0,3.0,-63.0,1,0.0,0,1.0,4.0,2
473,0.0,37.0,0.15,69.0,-0.16,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,2
474,0.0,38.0,0.55,68.0,0.9,1.0,3.0,-61.0,1,0.0,0,1.0,6.0,2
476,0.0,46.0,0.48,68.0,0.48,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
477,0.0,40.0,1.05,69.0,1.47,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
478,0.0,33.0,0.89,67.0,1.17,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,2
479,0.0,32.0,-0.91,58.0,-1.1,1.0,2.0,-51.0,1,0.0,0,1.0,3.0,2
480,0.0,32.0,1.05,61.0,1.27,1.0,3.0,-54.0,1,0.0,0,1.0,4.0,2
482,0.0,44.0,1.7,63.0,1.06,2.0,3.0,-61.0,1,1.0,0,1.0,3.0,2
483,0.0,29.0,0.73,70.0,0.56,1.0,3.0,-68.0,0,0.0,0,1.0,3.0,2
484,0.0,35.0,-1.33,50.0,-0.96,1.0,3.0,-43.0,1,0.0,0,0.0,4.0,2
485,0.0,41.0,1.26,62.0,1.28,1.0,4.0,-55.0,0,0.0,0,1.0,4.0,2
486,0.0,39.0,1.28,66.0,1.67,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
487,0.0,31.5,0.02,67.0,-0.42,1.0,4.0,-65.0,0,0.0,0,1.0,3.0,2
488,0.0,45.0,0.49,69.0,0.91,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
489,0.0,43.0,-0.49,70.0,0.06,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,2
490,0.0,33.0,0.98,68.0,0.63,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
491,0.0,34.0,0.23,65.0,-0.5,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,2
492,0.0,34.0,0.05,65.0,0.47,1.0,3.0,-58.0,0,0.0,0,1.0,2.0,2
493,0.0,26.7,-0.28,66.0,0.08,1.0,3.0,-59.0,0,0.0,0,1.0,3.0,2
494,0.0,42.0,1.25,68.0,1.86,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
495,1.0,29.0,-1.35,66.0,-2.2,1.0,3.0,-59.0,1,0.0,0,0.0,3.0,2
496,0.0,29.0,0.01,67.0,-0.02,1.0,5.0,-60.0,0,0.0,0,1.0,2.0,2
498,0.0,44.0,0.82,69.0,0.28,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
499,0.0,48.0,0.4,69.0,0.58,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
500,1.0,32.0,-0.84,69.0,-0.43,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,2
501,0.0,26.0,-0.58,64.0,-0.13,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,2
503,0.0,42.0,0.93,69.0,0.57,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
505,1.0,41.0,-1.08,68.0,-1.5,1.0,3.0,-61.0,1,0.0,0,1.0,6.0,2
506,1.0,39.0,-1.44,69.0,-1.72,1.0,4.0,-62.0,1,0.0,0,1.0,6.0,2
507,0.0,47.0,1.88,65.0,1.29,1.0,2.0,-58.0,1,0.0,0,1.0,5.0,2
508,0.0,45.0,1.62,68.0,1.62,1.0,5.0,-61.0,1,0.0,0,1.0,4.0,2
509,0.0,44.0,-0.45,68.0,-0.59,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
510,0.0,37.0,2.29,69.0,1.47,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,2
511,1.0,36.0,-0.84,67.0,-0.82,1.0,2.0,-60.0,1,0.0,0,1.0,4.0,2
512,0.0,44.0,-0.48,63.0,0.06,1.0,3.0,-56.0,1,0.0,0,1.0,5.0,2
513,0.0,34.0,-0.38,68.0,0.12,1.0,2.0,-61.0,0,0.0,0,1.0,3.0,2
514,0.0,35.0,0.07,68.0,0.31,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,2
516,0.0,34.0,0.43,62.0,-0.02,1.0,3.0,-55.0,0,0.0,0,1.0,4.0,2
517,0.0,34.0,-0.66,62.0,-0.73,1.0,4.0,-55.0,0,0.0,0,1.0,4.0,2
518,0.0,39.0,1.2,68.0,0.49,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
519,0.0,40.0,0.23,69.0,0.26,1.0,4.0,-62.0,0,0.0,0,1.0,6.0,2
520,0.0,48.0,0.55,68.0,0.28,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,2
521,0.0,34.0,-1.43,69.0,-1.42,1.0,5.0,-62.0,1,0.0,0,1.0,5.0,2
522,0.0,34.0,1.06,69.0,1.28,1.0,3.0,-67.0,1,0.0,0,1.0,3.0,2
523,0.0,29.5,-0.03,67.0,0.39,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,2
524,0.0,40.0,-0.37,69.0,-0.07,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,2
525,0.0,37.0,0.58,68.0,0.18,1.0,3.0,-66.0,1,0.0,0,1.0,6.0,2
526,0.0,36.0,0.05,64.0,-0.27,1.0,3.0,-57.0,1,0.0,0,1.0,5.0,2
527,0.0,37.0,-0.61,69.0,-1.14,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
528,0.0,39.0,1.2,64.0,0.86,1.0,2.0,-57.0,1,0.0,0,1.0,4.0,2
530,0.0,30.0,-1.04,66.0,-1.32,1.0,3.0,-59.0,1,0.0,0,0.0,3.0,2
531,0.0,41.0,2.15,69.0,1.82,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
532,0.0,28.7,-0.56,64.0,0.37,1.0,1.0,-57.0,0,0.0,0,1.0,3.0,2
533,0.0,38.0,-0.76,68.0,-0.02,1.0,4.0,-66.0,1,0.0,0,1.0,4.0,2
534,1.0,29.0,-0.96,68.0,-1.56,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
535,0.0,35.0,0.75,64.0,0.65,1.0,3.0,-57.0,0,0.0,0,1.0,3.0,2
536,0.0,35.0,-0.6,67.0,-0.14,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,2
537,0.0,39.0,-0.68,60.0,-0.36,1.0,2.0,-53.0,0,0.0,0,1.0,4.0,2
538,0.0,43.0,0.24,67.0,0.43,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,2
539,0.0,39.0,1.07,63.0,1.41,1.0,4.0,-56.0,1,0.0,0,1.0,5.0,2
540,0.0,34.0,0.08,68.0,0.3,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
541,0.0,37.0,-0.09,68.0,-0.58,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
542,0.0,40.0,-0.92,70.0,-0.93,1.0,5.0,-63.0,0,0.0,0,1.0,5.0,2
544,0.0,36.0,0.43,68.0,1.05,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,2
545,0.0,41.0,-0.17,68.0,0.05,1.0,2.0,-61.0,1,0.0,0,1.0,3.0,2
546,0.0,40.0,1.18,65.0,0.82,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,2
547,1.0,26.0,-0.68,67.0,-0.4,1.0,2.0,-60.0,0,0.0,0,1.0,2.0,2
549,0.0,35.0,0.37,69.0,0.61,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,2
550,0.0,30.0,-0.44,50.0,-0.33,1.0,2.0,-43.0,1,0.0,0,1.0,2.0,2
551,1.0,44.0,-1.17,68.0,-0.4,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,2
552,1.0,31.0,-0.8,66.0,-1.11,1.0,3.0,-59.0,1,0.0,0,0.0,5.0,2
553,0.0,35.0,1.13,69.0,0.95,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,2
554,0.0,37.0,-0.43,68.0,-0.29,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,2
555,0.0,40.0,0.77,67.0,0.93,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,2
556,0.0,30.0,-0.34,69.0,-0.73,1.0,2.0,-67.0,1,0.0,0,1.0,3.0,2
557,0.0,37.0,0.56,70.0,1.08,1.0,4.0,-63.0,1,0.0,0,1.0,5.0,2
558,0.0,39.0,-0.92,69.0,-1.02,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
559,0.0,46.0,1.17,69.0,1.27,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,2
560,0.0,25.0,0.57,66.0,0.81,1.0,5.0,-59.0,1,0.0,0,1.0,3.0,2
561,0.0,42.0,0.13,69.0,-0.91,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,2
562,0.0,41.0,0.7,57.0,0.81,1.0,4.0,-50.0,0,0.0,0,1.0,4.0,2
563,0.0,41.0,-1.22,69.0,-1.42,1.0,3.0,-67.0,0,0.0,0,1.0,4.0,2
564,0.0,44.0,0.69,65.0,-0.33,1.0,5.0,-58.0,0,0.0,0,1.0,5.0,2
565,0.0,30.0,-0.3,69.0,-0.99,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,2
566,0.0,39.0,-1.56,68.0,-1.57,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,2
567,0.0,39.0,0.24,67.0,-0.26,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,2
568,0.0,27.0,-1.05,52.0,-1.64,1.0,3.0,-45.0,1,0.0,0,1.0,3.0,2
569,0.0,41.0,0.59,65.0,0.25,1.0,5.0,-58.0,0,0.0,0,1.0,5.0,2
570,0.0,48.0,0.77,63.0,0.65,1.0,4.0,-61.0,0,0.0,0,1.0,5.0,2
571,0.0,34.0,-0.05,67.0,-0.56,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,2
572,0.0,28.0,1.36,54.0,1.21,1.0,5.0,-47.0,1,0.0,0,1.0,1.0,2
573,0.0,36.0,-1.12,68.0,-1.34,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,2
574,0.0,35.0,0.66,59.0,1.1,2.0,3.0,-57.0,1,1.0,0,1.0,5.0,2
575,0.0,48.0,0.99,54.0,0.9,1.0,4.0,-47.0,0,0.0,0,1.0,4.0,2
576,0.0,34.0,-0.15,69.0,-0.19,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,2
577,0.0,46.0,1.3,66.0,0.9,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
578,0.0,48.0,1.25,65.0,0.93,1.0,3.0,-58.0,0,0.0,0,1.0,4.0,2
579,0.0,43.0,-0.85,68.0,-0.19,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,2
580,0.0,41.0,1.11,66.0,0.82,1.0,3.0,-59.0,0,0.0,0,1.0,4.0,2
581,0.0,33.0,0.84,65.0,0.39,1.0,4.0,-58.0,0,0.0,0,1.0,5.0,2
582,0.0,38.0,0.78,68.0,0.12,1.0,3.0,-66.0,0,0.0,0,1.0,5.0,2
